industry,total_funding,country,region,city,funding_rounds,company_age
18726,-0.07645897305534498,122,712,437,-0.5818800097797329,-0.508686416712963
12982,-0.07530958301785846,122,688,2132,1.4799497463704598,-0.4116476335149594
10537,-0.08180497322970087,122,805,3410,-0.5818800097797329,-0.21757006711895227
21450,-0.07645897305534498,122,49,256,-0.5818800097797329,-0.31460885031695585
21585,-0.08688367339533898,122,788,3379,-0.5818800097797329,-0.6057251999109665
14344,-0.07645897305534498,122,788,3379,-0.5818800097797329,-0.6057251999109665
16808,-0.06309397261945524,122,539,25,0.10539657560366476,0.7528177648610833
15898,-0.08180497322970087,122,692,2842,-0.5818800097797329,-0.21757006711895227
23072,-0.08399572133315052,122,572,2258,-0.5818800097797329,1.1409728976530975
23072,-0.07776875379006253,122,788,2384,0.10539657560366476,-0.31460885031695585
4436,-0.0753897730204738,15,820,3781,0.10539657560366476,-0.4116476335149594
20245,-0.08394337329944324,52,626,2554,-0.5818800097797329,-0.508686416712963
23238,-0.07862276127991535,122,983,3194,-0.5818800097797329,-0.4116476335149594
19158,-0.08597485336569848,122,757,1060,-0.5818800097797329,-0.31460885031695585
1414,-0.0802011731773941,122,788,3379,0.7926731609870624,-0.21757006711895227
19158,-0.08602831336744203,122,655,2596,-0.5818800097797329,-0.4116476335149594
12899,-0.03903697183485371,122,539,2917,0.10539657560366476,0.5587401984650762
1894,-0.08456420429969118,18,621,2502,-0.5818800097797329,-0.31460885031695585
4415,-0.0342255716779334,122,738,3054,0.7926731609870624,-0.21757006711895227
22865,-0.07645897305534498,18,621,2187,-0.5818800097797329,-0.6057251999109665
5262,-0.02727577145127074,122,788,2546,0.10539657560366476,-0.4116476335149594
15829,-0.08688367339533898,122,48,164,-0.5818800097797329,-0.31460885031695585
19753,-0.04117537190459607,122,788,3379,1.4799497463704598,-0.508686416712963
22037,-0.08675002339098008,122,788,3379,-0.5818800097797329,-0.02349250072294517
22638,-0.07645897305534498,122,663,2655,-0.5818800097797329,-0.21757006711895227
21832,-0.07645897305534498,52,70,229,-0.5818800097797329,-0.12053128392094872
9962,-0.08579843535994472,122,807,3371,0.7926731609870624,-0.6057251999109665
502,-0.07966657315995851,122,788,2895,0.10539657560366476,0.17058506567306195
10607,-0.07645897305534498,4,596,2377,-0.5818800097797329,0.17058506567306195
23072,-0.07645897305534498,122,788,3379,-0.5818800097797329,-0.02349250072294517
4494,-0.08661637338662118,126,167,596,-0.5818800097797329,-0.6057251999109665
16814,-0.08608177336918559,122,385,4192,-0.5818800097797329,-0.4116476335149594
18075,0.07064892918447192,122,22,32,2.1672263317538576,0.07354628247505839
2352,-0.055074972357921394,122,663,2655,-0.5818800097797329,-0.6057251999109665
23072,-0.07645897305534498,122,68,3772,-0.5818800097797329,-0.4116476335149594
17217,0.6719810513544804,122,788,3379,2.1672263317538576,-0.02349250072294517
9424,0.04649903095484061,122,114,4088,-0.5818800097797329,1.043934114455094
7337,0.13801942652971153,122,788,3624,2.1672263317538576,0.36466263206906907
16027,0.5009090457750918,21,835,3510,-0.5818800097797329,0.36466263206906907
23072,-0.08705474540091836,122,738,3054,-0.5818800097797329,-0.31460885031695585
6264,-0.0753897730204738,122,583,3234,-0.5818800097797329,0.7528177648610833
7337,0.01976903008306114,122,114,570,-0.5818800097797329,1.432089247247108
15927,-0.08447797331687881,122,788,3379,0.7926731609870624,-0.21757006711895227
18726,-0.08282071326282849,122,539,2196,0.10539657560366476,0.07354628247505839
22998,-0.08677675339185185,91,715,2898,0.10539657560366476,-0.508686416712963
18720,-0.07859737312508734,56,788,3379,-0.5818800097797329,-0.4116476335149594
15488,-0.008137133595078028,38,716,2909,1.4799497463704598,0.07354628247505839
20907,-0.0851352375784236,39,537,2178,-0.5818800097797329,-0.6057251999109665
435,-0.07378597296816702,122,788,2895,0.7926731609870624,-0.508686416712963
19331,0.05895385347704556,122,772,3232,0.10539657560366476,-0.02349250072294517
22149,-0.07645897305534498,122,664,2656,-0.5818800097797329,-0.508686416712963
882,-0.08447797331687881,38,716,2909,-0.5818800097797329,-0.02349250072294517
21566,-0.055074972357921394,122,788,3392,-0.5818800097797329,1.7232055968411188
11874,-0.08688367339533898,122,788,3379,-0.5818800097797329,-0.4116476335149594
19304,-0.07111297288098908,122,114,268,-0.5818800097797329,1.1409728976530975
22898,0.4636474245598311,122,53,179,2.1672263317538576,0.8498565480590868
6788,-0.08212433258811655,64,831,3495,-0.5818800097797329,-0.02349250072294517
19331,0.12668903357017905,122,788,3745,0.10539657560366476,0.5587401984650762
23072,-0.07645897305534498,38,716,2909,-0.5818800097797329,-0.70276398310897
18377,-0.06937279636423449,122,805,3410,1.4799497463704598,0.07354628247505839
12382,-0.05240197227074345,122,663,2655,-0.5818800097797329,0.17058506567306195
15359,-0.08541352334739111,122,788,3379,-0.5818800097797329,-0.31460885031695585
12732,-0.08683021339359541,122,184,701,-0.5818800097797329,-0.12053128392094872
9223,0.011750029821527296,122,114,570,1.4799497463704598,-0.02349250072294517
7505,-0.07645897305534498,122,532,2155,-0.5818800097797329,0.36466263206906907
22078,-0.08714028140370805,122,788,3379,-0.5818800097797329,-0.508686416712963
23072,-0.04037347187844268,18,930,3893,-0.5818800097797329,-0.12053128392094872
23072,-0.06950917282868231,122,788,3379,-0.5818800097797329,-0.508686416712963
16027,0.11065103304711135,122,442,1788,-0.5818800097797329,5.119563008771244
3021,-0.08474527332559662,122,827,3369,-0.5818800097797329,0.07354628247505839
20413,-0.07592437303790939,122,983,3194,0.10539657560366476,-0.6057251999109665
7337,0.5297774574086139,122,746,916,0.7926731609870624,-0.21757006711895227
20112,-0.07645897305534498,56,915,3827,0.10539657560366476,0.07354628247505839
23072,-0.07645897305534498,122,788,3379,-0.5818800097797329,-0.02349250072294517
23008,-0.08661637338662118,122,788,3379,-0.5818800097797329,-0.02349250072294517
14958,-0.08701732339969787,122,788,3379,-0.5818800097797329,-0.31460885031695585
23008,-0.07779547309893395,122,114,570,0.7926731609870624,0.07354628247505839
11628,-0.08682222646933492,61,927,733,-0.5818800097797329,-0.508686416712963
23177,0.523896846524822,122,788,3180,1.4799497463704598,0.7528177648610833
23072,-0.02218103328510957,52,70,229,2.854502917137255,0.07354628247505839
11490,-0.07645897305534498,39,537,2178,-0.5818800097797329,-0.6057251999109665
22865,-0.08548435784970132,122,788,3425,-0.5818800097797329,-0.21757006711895227
16237,-0.08701732339969787,122,114,421,-0.5818800097797329,-0.12053128392094872
7505,-0.07017980716655456,122,244,178,0.7926731609870624,-0.02349250072294517
22127,-0.07645897305534498,56,915,1632,-0.5818800097797329,-0.02349250072294517
23072,-0.07645897305534498,122,664,2307,-0.5818800097797329,-0.21757006711895227
22888,-0.07645897305534498,122,730,1394,-0.5818800097797329,-0.508686416712963
23008,-0.07111297288098908,122,734,2996,-0.5818800097797329,3.566942477603187
7337,-0.07500017256576726,39,582,2285,-0.5818800097797329,-0.508686416712963
17138,0.07857503200097599,122,788,3379,1.4799497463704598,-0.02349250072294517
14958,0.059864031390730356,21,835,3510,1.4799497463704598,-0.02349250072294517
21566,-0.05954739333578614,122,788,2546,0.10539657560366476,-0.31460885031695585
22384,-0.08661637338662118,39,788,3379,-0.5818800097797329,0.07354628247505839
23099,-0.07645897305534498,122,194,3461,-0.5818800097797329,2.0143219464351296
23072,-0.07645897305534498,104,843,3558,-0.5818800097797329,-0.02349250072294517
4539,-0.07111297288098908,122,539,2196,-0.5818800097797329,-0.21757006711895227
19559,-0.031792494732580376,18,752,3125,-0.5818800097797329,0.5587401984650762
18122,0.39131604220079585,122,788,3379,1.4799497463704598,0.36466263206906907
19158,-0.07681149899884235,122,788,2197,0.10539657560366476,-0.12053128392094872
18726,0.2817230386265,122,663,2655,2.854502917137255,0.5587401984650762
16808,0.04907580303888016,122,788,3379,0.7926731609870624,0.07354628247505839
20041,-0.08673615399418928,35,74,238,-0.5818800097797329,-0.6057251999109665
23072,0.010146229769220529,122,788,1325,0.10539657560366476,-0.508686416712963
21566,-0.08688367339533898,122,385,1549,-0.5818800097797329,3.37286491120718
7337,0.01976903008306114,122,788,920,-0.5818800097797329,0.9468953312570904
20593,-0.08704405340056964,39,537,2178,0.10539657560366476,-0.02349250072294517
11086,0.2817230386265,122,539,2917,-0.5818800097797329,4.052136393593204
22583,-0.07645897305534498,122,788,3379,-0.5818800097797329,-0.6057251999109665
3613,-0.08662566473492421,39,537,2178,-0.5818800097797329,-0.21757006711895227
23072,-0.0657702016907385,21,147,1511,0.7926731609870624,0.9468953312570904
473,-0.07645897305534498,122,539,2196,-0.5818800097797329,-0.31460885031695585
19331,0.23724431717585895,19,75,246,0.10539657560366476,0.4617014152670726
22160,0.35122104089312667,122,788,3379,0.10539657560366476,-0.31460885031695585
5113,-0.08333411735042225,39,537,2178,0.10539657560366476,-0.6057251999109665
14517,-0.08685694339446719,122,788,3379,-0.5818800097797329,-0.31460885031695585
23198,-0.07645897305534498,18,963,4006,-0.5818800097797329,-0.6057251999109665
2126,-0.03850237181741812,122,788,297,-0.5818800097797329,0.7528177648610833
23072,-0.03048337155588428,18,752,3125,-0.5818800097797329,0.5587401984650762
2187,-0.07645897305534498,122,767,2423,0.10539657560366476,-0.508686416712963
18101,-0.06576697270663319,122,664,697,0.10539657560366476,-0.4116476335149594
22583,-0.07645897305534498,122,728,4273,-0.5818800097797329,-0.508686416712963
16808,-0.07512222709574798,122,956,2167,2.854502917137255,-0.02349250072294517
2315,-0.08701732339969787,20,146,3838,-0.5818800097797329,-0.31460885031695585
14239,-0.07645897305534498,122,788,3379,-0.5818800097797329,-0.6057251999109665
23072,-0.07645897305534498,90,507,2003,-0.5818800097797329,2.2083995128311367
15198,-0.08709865744635052,94,788,3379,-0.5818800097797329,-0.6057251999109665
2959,-0.07645897305534498,122,788,1301,-0.5818800097797329,0.07354628247505839
8140,-0.07111297288098908,122,788,920,-0.5818800097797329,-0.21757006711895227
19158,-0.0813772932157524,122,234,3008,0.10539657560366476,-0.21757006711895227
9223,-0.08631599232882446,39,788,3379,-0.5818800097797329,-0.02349250072294517
7172,-0.08549371335000644,10,850,3588,0.10539657560366476,-0.02349250072294517
6092,-0.08447797331687881,28,87,316,-0.5818800097797329,-0.508686416712963
1,-0.08554717335175,122,663,496,-0.5818800097797329,-0.70276398310897
9223,-0.04229760426119686,122,664,3173,1.4799497463704598,-0.12053128392094872
23072,-0.07800931310590818,122,321,1287,0.10539657560366476,-0.12053128392094872
11853,0.06414083153021508,122,788,3745,1.4799497463704598,0.5587401984650762
16927,-0.08688367339533898,122,788,3379,-0.5818800097797329,-0.6057251999109665
20158,-0.08457476799603571,96,707,2797,-0.5818800097797329,-0.12053128392094872
7975,-0.04865977214869432,27,744,3074,-0.5818800097797329,1.6261668136431153
2889,-0.08576101335872423,82,492,3093,-0.5818800097797329,-0.02349250072294517
7337,-0.0722623629184756,122,816,3421,0.10539657560366476,1.238011680851101
4507,-0.07645897305534498,57,776,3257,-0.5818800097797329,-0.4116476335149594
5817,-0.03609667173895797,122,414,807,-0.5818800097797329,2.4024770792271437
7337,-0.0831414839652902,122,976,2329,-0.5818800097797329,0.07354628247505839
22376,-0.08688367339533898,122,663,496,-0.5818800097797329,-0.508686416712963
20198,-0.07786406228117093,19,515,2056,-0.5818800097797329,0.8498565480590868
19864,-0.07645897305534498,122,983,4107,-0.5818800097797329,-0.21757006711895227
13311,-0.07645897305534498,85,781,3285,-0.5818800097797329,2.9847097784151653
19559,-0.07645897305534498,122,788,3379,-0.5818800097797329,-0.21757006711895227
23072,-0.08661637338662118,122,48,164,-0.5818800097797329,-0.4116476335149594
23072,-0.08289555726526947,86,938,3917,-0.5818800097797329,0.17058506567306195
19331,-0.081911893233188,122,655,2596,0.10539657560366476,-0.21757006711895227
11337,-0.07645897305534498,38,356,1486,-0.5818800097797329,-0.6057251999109665
2212,0.021334472584116904,21,377,1558,0.7926731609870624,0.07354628247505839
3246,0.371910061567884,122,788,3382,3.5417795025206527,0.2676238488710655
1636,-0.08688347024733235,124,788,3379,-0.5818800097797329,-0.31460885031695585
3231,-0.07645897305534498,122,690,3977,-0.5818800097797329,0.17058506567306195
23072,-0.06266629260550677,122,728,2970,0.10539657560366476,-0.12053128392094872
15481,-0.08487892332995552,122,788,3423,0.10539657560366476,-0.6057251999109665
15206,-0.08421884199642744,39,537,2178,0.10539657560366476,-0.508686416712963
8239,0.04649903095484061,122,234,1768,-0.5818800097797329,1.5291280304451118
4335,-0.08634907337790339,122,805,2911,-0.5818800097797329,0.17058506567306195
23156,-0.07138027288970687,39,537,2178,-0.5818800097797329,0.6557789816630797
6979,-0.06576697270663319,122,788,2895,1.4799497463704598,-0.21757006711895227
20891,-0.08688367339533898,122,816,3421,-0.5818800097797329,-0.6057251999109665
3100,-0.0189894711810191,122,539,25,0.10539657560366476,0.8498565480590868
17513,-0.08699059339882609,66,80,273,-0.5818800097797329,-0.70276398310897
7054,-0.08683021339359541,20,819,3435,0.10539657560366476,-0.21757006711895227
12222,-0.07645897305534498,122,663,2655,-0.5818800097797329,-0.70276398310897
11357,-0.0865194076354587,18,930,3893,0.10539657560366476,-0.4116476335149594
19158,0.15060879718430467,122,712,2887,2.1672263317538576,0.36466263206906907
19331,-0.0863511315879705,37,946,3943,0.10539657560366476,-0.4116476335149594
23072,-0.07645897305534498,122,278,1128,-0.5818800097797329,-0.02349250072294517
21566,-0.07068526613703974,122,514,2049,-0.5818800097797329,-0.508686416712963
10845,-0.08378299329421256,122,601,2405,0.10539657560366476,-0.4116476335149594
6886,-0.07111297288098908,122,788,2546,-0.5818800097797329,-0.508686416712963
23072,-0.07470902939627184,122,539,700,0.10539657560366476,2.5965546456231507
21996,-0.08180497322970087,122,663,2655,-0.5818800097797329,-0.6057251999109665
19559,-0.0788235089324626,37,946,3943,0.10539657560366476,0.4617014152670726
2099,-0.08159113322272664,122,194,734,0.10539657560366476,-0.508686416712963
19331,-0.08663241138714424,122,353,1479,-0.5818800097797329,5.313640575167251
22664,-0.07084567287227128,122,788,3379,0.7926731609870624,-0.4116476335149594
22583,-0.044382972009209605,122,788,920,-0.5818800097797329,0.7528177648610833
23072,-0.07645897305534498,122,25,100,-0.5818800097797329,-0.31460885031695585
15526,-0.08388991329769967,122,114,421,-0.5818800097797329,-0.508686416712963
11513,-0.07645897305534498,52,647,2580,-0.5818800097797329,-0.6057251999109665
16808,-0.03931496384392021,122,788,3379,1.4799497463704598,-0.4116476335149594
18075,0.001058029472815506,122,505,1997,-0.5818800097797329,9.680385819077411
19559,-0.08708086061177009,28,375,1548,-0.5818800097797329,-0.21757006711895227
22160,-0.05935177249740611,18,621,2507,0.7926731609870624,0.17058506567306195
21910,-0.0858144733604678,122,234,932,-0.5818800097797329,-0.508686416712963
16027,0.0026618295251222748,122,294,1450,-0.5818800097797329,12.1063553990275
22223,-0.07645897305534498,122,978,3238,-0.5818800097797329,-0.4116476335149594
23072,-0.06095557254971288,122,655,2596,1.4799497463704598,-0.02349250072294517
141,-0.08701732339969787,122,734,2996,0.7926731609870624,-0.31460885031695585
8796,-0.07469211999772035,122,539,2917,1.4799497463704598,-0.02349250072294517
23072,-0.028070459902022244,39,674,2756,0.7926731609870624,0.8498565480590868
19735,-0.08688367339533898,122,983,1209,-0.5818800097797329,-0.02349250072294517
502,-0.07645897305534498,122,48,3282,-0.5818800097797329,0.36466263206906907
19442,-0.07645897305534498,122,805,2562,-0.5818800097797329,1.432089247247108
7337,-0.07913197314252292,122,788,2895,-0.5818800097797329,0.2676238488710655
14958,-0.0828012217461928,35,961,3995,0.10539657560366476,-0.31460885031695585
13621,0.8056310557133778,21,79,272,0.7926731609870624,0.7528177648610833
19158,-0.08401019830162268,122,645,249,0.10539657560366476,-0.21757006711895227
9223,-0.0838091886950669,122,605,1198,0.10539657560366476,-0.12053128392094872
14296,-0.08394337329944324,122,730,3474,-0.5818800097797329,-0.31460885031695585
4050,-0.07645897305534498,122,788,3379,-0.5818800097797329,-0.31460885031695585
22160,-0.022998971311786024,18,963,4006,0.7926731609870624,0.2676238488710655
5717,-0.08176504930039878,122,788,3379,0.10539657560366476,-0.12053128392094872
22078,-0.022998971311786024,122,805,1035,-0.5818800097797329,1.043934114455094
23072,-0.07645897305534498,122,385,3111,-0.5818800097797329,-0.21757006711895227
14958,-0.07752817309021616,52,70,229,-0.5818800097797329,0.2676238488710655
11842,0.5864450485647861,122,788,3382,-0.5818800097797329,2.0143219464351296
14399,-0.0517338184769521,122,788,2895,-0.5818800097797329,-0.508686416712963
16027,-0.0850125733343144,122,941,3936,-0.5818800097797329,-0.12053128392094872
7337,-0.07874738188997976,122,428,1751,-0.5818800097797329,-0.12053128392094872
4796,-0.07645897305534498,122,788,3379,-0.5818800097797329,-0.31460885031695585
22285,-0.08701857970973885,122,788,3379,-0.5818800097797329,-0.508686416712963
14958,-0.08591290391567803,36,907,3801,-0.5818800097797329,-0.31460885031695585
5030,-0.08546431034904749,122,788,3379,-0.5818800097797329,-0.508686416712963
22888,-0.05945869250089323,122,788,3382,-0.5818800097797329,1.7232055968411188
16808,-0.008440354173081432,39,701,2868,0.7926731609870624,0.36466263206906907
13614,-0.07645897305534498,39,537,2178,-0.5818800097797329,-0.4116476335149594
21180,-0.08614387785321108,122,788,3379,-0.5818800097797329,-0.21757006711895227
3961,-0.08461383308860923,122,788,3379,-0.5818800097797329,-0.6057251999109665
14143,-0.07645897305534498,122,788,2546,-0.5818800097797329,-0.508686416712963
8951,-0.08180497322970087,122,53,179,-0.5818800097797329,-0.21757006711895227
22888,-0.06806832420769009,122,809,3378,-0.5818800097797329,0.17058506567306195
17287,0.07322903182662009,122,539,2196,-0.5818800097797329,1.5291280304451118
10667,0.8783366580846179,122,788,3745,3.5417795025206527,0.5587401984650762
20736,-0.07645897305534498,122,601,2405,-0.5818800097797329,-0.6057251999109665
12732,-0.08707987160173783,122,114,421,0.10539657560366476,0.07354628247505839
20643,-0.0850125733343144,122,539,915,0.10539657560366476,-0.508686416712963
2352,0.014423029908705245,122,48,2316,-0.5818800097797329,0.7528177648610833
12561,-0.08704552889661778,36,907,3801,-0.5818800097797329,-0.508686416712963
15291,-0.0850837758856388,122,788,3379,-0.5818800097797329,-0.6057251999109665
502,-0.08554717335175,122,734,2996,0.10539657560366476,-0.508686416712963
19196,-0.0545403723404858,122,663,2655,-0.5818800097797329,-0.508686416712963
23236,0.04649903095484061,122,730,2974,-0.5818800097797329,-0.4116476335149594
10212,-0.08661637338662118,19,75,246,-0.5818800097797329,-0.12053128392094872
16670,-0.07218217291586027,122,788,3379,-0.5818800097797329,-0.12053128392094872
21996,-0.08699059339882609,56,915,3827,-0.5818800097797329,-0.6057251999109665
1234,-0.07645897305534498,122,39,1767,-0.5818800097797329,0.07354628247505839
7413,-0.05402929472381738,122,690,3177,0.7926731609870624,-0.12053128392094872
1326,-0.08340877328200764,122,827,3482,0.10539657560366476,-0.21757006711895227
20320,-0.07645897305534498,122,194,734,-0.5818800097797329,-0.12053128392094872
23072,-0.006960970788718337,122,663,2655,-0.5818800097797329,0.8498565480590868
1611,0.23895503723165284,122,958,4246,0.10539657560366476,0.8498565480590868
7337,1.2954612406048318,122,691,2001,0.10539657560366476,0.36466263206906907
14958,-0.07645897305534498,122,788,3379,-0.5818800097797329,-0.508686416712963
19378,-0.0850125733343144,122,788,2384,-0.5818800097797329,-0.31460885031695585
5495,-0.08634907337790339,122,247,3637,-0.5818800097797329,-0.21757006711895227
6438,-0.027401525413372114,39,325,4242,0.10539657560366476,0.17058506567306195
9565,-0.08410836772045366,38,716,2909,-0.5818800097797329,-0.508686416712963
23155,-0.0867714073916775,122,663,496,-0.5818800097797329,-0.508686416712963
7337,0.6376889193960675,122,605,3019,2.854502917137255,1.043934114455094
18679,-0.08593473163438993,39,537,2178,-0.5818800097797329,-0.02349250072294517
17416,-0.08233957324713646,122,944,3675,0.7926731609870624,-0.4116476335149594
22888,-0.03235447161690884,122,788,575,0.10539657560366476,0.2676238488710655
22888,-0.07560361302744803,39,518,2077,-0.5818800097797329,0.17058506567306195
10270,-0.033690971660497816,18,698,2857,-0.5818800097797329,-0.31460885031695585
23008,-0.08340877328200764,122,824,508,0.7926731609870624,0.2676238488710655
18044,-0.08180497322970087,21,147,3539,-0.5818800097797329,0.8498565480590868
13406,-0.08688367339533898,122,114,421,-0.5818800097797329,0.07354628247505839
21493,-0.006960970788718337,122,234,3008,0.10539657560366476,0.6557789816630797
6467,-0.07645897305534498,122,788,2435,-0.5818800097797329,0.17058506567306195
21285,-0.07645897305534498,15,820,3781,-0.5818800097797329,-0.6057251999109665
23072,-0.08307732127119757,122,655,2596,-0.5818800097797329,-0.4116476335149594
8901,-0.0865859118776277,4,596,2377,-0.5818800097797329,-0.6057251999109665
14932,-0.07645897305534498,122,524,2114,-0.5818800097797329,-0.31460885031695585
2816,0.23360903705729694,56,915,3149,2.1672263317538576,0.17058506567306195
22418,0.3939890422879738,52,411,1725,-0.5818800097797329,0.2676238488710655
13296,-0.08447797331687881,18,930,3893,-0.5818800097797329,-0.4116476335149594
21390,-0.07645897305534498,117,434,1778,-0.5818800097797329,-0.12053128392094872
18212,-0.07645897305534498,28,87,316,0.10539657560366476,-0.6057251999109665
18726,0.015118009931371511,122,788,3180,4.22905608790405,0.2676238488710655
15656,-0.07645897305534498,126,452,1822,-0.5818800097797329,-0.21757006711895227
23008,-0.08447797331687881,47,403,1677,-0.5818800097797329,-0.31460885031695585
7337,-0.08705791023302158,122,809,1123,-0.5818800097797329,-0.31460885031695585
16027,-0.08669511996918944,64,831,3495,-0.5818800097797329,-0.4116476335149594
18377,-0.07645897305534498,122,774,581,-0.5818800097797329,-0.6057251999109665
5233,-0.018003823782872932,122,53,179,4.22905608790405,-0.21757006711895227
10884,-0.07907812822876681,38,716,2909,-0.5818800097797329,1.1409728976530975
10174,-0.07645897305534498,122,788,3379,-0.5818800097797329,-0.12053128392094872
20170,-0.08180497322970087,122,788,3382,-0.5818800097797329,-0.21757006711895227
11535,-0.07966657315995851,38,716,2909,-0.5818800097797329,-0.6057251999109665
21781,-0.07645897305534498,122,788,3379,-0.5818800097797329,-0.508686416712963
23072,-0.0700437728461179,122,663,2655,-0.5818800097797329,-0.21757006711895227
2087,-0.0852798733430322,122,788,3379,-0.5818800097797329,-0.6057251999109665
6838,-0.07568620873014183,122,114,421,-0.5818800097797329,-0.21757006711895227
6669,-0.08436660009524646,30,229,3959,-0.5818800097797329,-0.31460885031695585
10777,-0.07645897305534498,122,788,3379,-0.5818800097797329,-0.6057251999109665
17482,-0.0859213933639549,122,663,2655,0.10539657560366476,-0.4116476335149594
19331,-0.07645897305534498,21,196,754,-0.5818800097797329,-0.12053128392094872
1942,-0.08681684839315952,51,249,1010,-0.5818800097797329,-0.4116476335149594
7799,-0.021261446411117917,122,663,2655,2.1672263317538576,-0.21757006711895227
23072,-0.024823331293286195,122,788,2546,1.4799497463704598,0.4617014152670726
23072,-0.07512247835775618,122,788,3379,0.10539657560366476,-0.4116476335149594
14958,-0.04951520167459353,122,114,421,0.7926731609870624,-0.31460885031695585
2135,-0.07645897305534498,122,788,2157,-0.5818800097797329,-0.508686416712963
22220,-0.07739021420971673,122,213,836,2.1672263317538576,-0.508686416712963
19158,-0.08180497322970087,122,983,150,-0.5818800097797329,1.6261668136431153
9223,-0.08447797331687881,88,986,4137,-0.5818800097797329,0.17058506567306195
3727,-0.08554101475954914,39,537,2178,2.1672263317538576,-0.508686416712963
3073,-0.0748551730030382,122,788,3180,0.10539657560366476,-0.4116476335149594
6100,-0.08705371896888489,35,74,238,0.10539657560366476,-0.6057251999109665
6769,-0.0852798733430322,122,385,4192,-0.5818800097797329,-0.6057251999109665
2608,-0.07910526987165202,122,788,313,0.10539657560366476,-0.21757006711895227
11086,-0.08707078340144143,122,244,426,-0.5818800097797329,0.7528177648610833
21180,-0.04705597209638755,122,651,3431,-0.5818800097797329,1.1409728976530975
14958,-0.08447797331687881,122,827,3482,-0.5818800097797329,-0.02349250072294517
23072,-0.059886372514841704,52,626,2554,-0.5818800097797329,0.6557789816630797
22373,1.1156990658260197,122,182,693,-0.5818800097797329,0.7528177648610833
19331,-0.05880113447944745,122,605,2452,0.10539657560366476,0.8498565480590868
13966,-0.07645897305534498,122,788,3379,-0.5818800097797329,-0.508686416712963
23239,-0.0700437728461179,52,748,3105,0.10539657560366476,-0.31460885031695585
4919,-0.08394337329944324,122,539,338,-0.5818800097797329,-0.6057251999109665
7337,-0.05828257246253493,122,114,4088,0.10539657560366476,2.5965546456231507
23072,-0.07645897305534498,122,788,3379,-0.5818800097797329,-0.02349250072294517
13841,-0.04705597209638755,122,788,313,-0.5818800097797329,-0.70276398310897
3443,-0.05320387229689683,122,788,2895,0.7926731609870624,-0.31460885031695585
12384,-0.08394337329944324,117,434,1778,0.10539657560366476,-0.4116476335149594
502,0.6773270515288362,122,48,164,0.7926731609870624,-0.02349250072294517
874,-0.08693713339708253,122,788,2384,0.10539657560366476,0.17058506567306195
7744,-0.07913197314252292,122,807,3371,0.10539657560366476,-0.21757006711895227
15810,-0.08608177336918559,122,663,496,-0.5818800097797329,-0.31460885031695585
21691,-0.08634907337790339,110,795,4363,-0.5818800097797329,-0.4116476335149594
19527,-0.06042097253227729,122,788,3379,-0.5818800097797329,-0.6057251999109665
14982,-0.08532404199647273,37,393,1613,0.7926731609870624,-0.4116476335149594
7337,-0.06676755682926651,122,807,3371,0.10539657560366476,0.07354628247505839
20448,-0.04618858356809831,122,663,2655,2.854502917137255,-0.4116476335149594
1842,0.05899339784033528,122,788,3379,2.1672263317538576,-0.12053128392094872
19331,0.0636927191036002,122,788,3440,4.22905608790405,0.2676238488710655
6456,-0.08298825690829281,28,375,1548,0.7926731609870624,-0.4116476335149594
8372,-0.07645897305534498,122,788,3379,-0.5818800097797329,-0.6057251999109665
23072,-0.08407167730362777,122,182,693,-0.5818800097797329,-0.31460885031695585
22630,-0.08308801327154629,122,663,2655,0.10539657560366476,-0.4116476335149594
23072,0.13738103391889084,122,788,3180,0.7926731609870624,0.2676238488710655
16808,-0.07645897305534498,122,788,3745,-0.5818800097797329,0.6557789816630797
12708,-0.07111297288098908,122,788,2546,0.10539657560366476,-0.6057251999109665
23203,0.04649903095484061,38,716,2909,-0.5818800097797329,-0.21757006711895227
23072,-0.07645897305534498,122,638,3929,-0.5818800097797329,-0.21757006711895227
10861,-0.08713309103347355,39,537,2178,-0.5818800097797329,-0.6057251999109665
21011,-0.06568824750806562,39,537,2178,-0.5818800097797329,-0.02349250072294517
16225,-0.06630157272406878,122,309,1285,0.10539657560366476,-0.31460885031695585
5622,-0.08447797331687881,122,539,3430,-0.5818800097797329,-0.4116476335149594
21180,-0.08595828076515796,122,805,82,-0.5818800097797329,-0.12053128392094872
8323,-0.044382972009209605,122,234,3008,-0.5818800097797329,0.8498565480590868
6579,0.026555333586391477,122,539,3430,-0.5818800097797329,-0.508686416712963
17119,0.011896873754316504,122,638,2541,3.5417795025206527,0.17058506567306195
19158,0.09461303252404367,122,788,3745,0.7926731609870624,0.8498565480590868
13307,-0.0850125733343144,122,204,787,-0.5818800097797329,-0.4116476335149594
2409,-0.056287840801478216,122,734,2996,2.854502917137255,0.07354628247505839
20664,-0.07645897305534498,122,604,2628,-0.5818800097797329,1.238011680851101
20043,-0.06156259483151047,122,788,3379,2.854502917137255,-0.12053128392094872
12540,-0.07512247301175601,56,915,3827,-0.5818800097797329,-0.508686416712963
7337,0.09194003243686572,122,385,4192,0.10539657560366476,0.4617014152670726
2718,-0.08650945338313407,122,663,496,-0.5818800097797329,-0.508686416712963
21566,-0.06576697270663319,122,663,2655,0.7926731609870624,-0.4116476335149594
16027,-0.07645897305534498,122,702,321,-0.5818800097797329,-0.4116476335149594
