industry,total_funding,country,region,city,funding_rounds,company_age
18726,-0.08180497322970087,18,963,4006,-0.5818800097797329,0.07354628247505839
2352,-0.08541181797333548,122,443,1789,0.10539657560366476,-0.31460885031695585
9747,-0.0794243993520602,35,74,238,-0.5818800097797329,0.2676238488710655
23072,-0.08589799403059604,122,788,3379,-0.5818800097797329,-0.508686416712963
7337,-0.04817394369084938,122,690,771,0.7926731609870624,-0.12053128392094872
5042,-0.07645897305534498,122,539,2196,-0.5818800097797329,-0.508686416712963
23072,-0.07645897305534498,122,788,3379,-0.5818800097797329,-0.508686416712963
23072,-0.052722732281204804,37,393,1613,-0.5818800097797329,0.2676238488710655
14958,-0.07645897305534498,122,532,2155,-0.5818800097797329,0.2676238488710655
9196,-0.08693713339708253,122,114,570,-0.5818800097797329,-0.4116476335149594
15231,-0.07111297288098908,122,663,2655,0.10539657560366476,-0.508686416712963
14958,-0.0735132200392714,117,434,1778,-0.5818800097797329,-0.21757006711895227
22906,-0.07239607172883641,122,788,3423,-0.5818800097797329,-0.31460885031695585
4224,-0.08287417326457205,38,716,2909,-0.5818800097797329,-0.6057251999109665
12732,0.03625675752479634,28,375,1548,1.4799497463704598,0.2676238488710655
1790,0.006938629664606991,122,788,3379,0.7926731609870624,0.2676238488710655
17395,-0.07645897305534498,122,809,2791,-0.5818800097797329,-0.70276398310897
22853,-0.07645897305534498,39,537,2178,0.10539657560366476,-0.02349250072294517
9885,-0.08650945338313407,20,819,3435,-0.5818800097797329,-0.508686416712963
21180,-0.07645897305534498,21,79,272,-0.5818800097797329,0.4617014152670726
10444,-0.07859737312508734,122,788,3379,0.10539657560366476,-0.508686416712963
21450,-0.07645897305534498,88,50,174,-0.5818800097797329,-0.6057251999109665
9900,-0.006693670780000542,122,788,3379,0.7926731609870624,-0.31460885031695585
23072,-0.08455816331949416,122,119,3654,-0.5818800097797329,-0.508686416712963
9223,-0.07645897305534498,122,655,1618,-0.5818800097797329,-0.21757006711895227
22735,0.3426673176561532,122,405,1694,-0.5818800097797329,0.36466263206906907
22726,-0.07645897305534498,18,681,2050,-0.5818800097797329,0.07354628247505839
18726,-0.08641037596190272,18,963,4006,-0.5818800097797329,-0.02349250072294517
12732,-0.08376962829377667,122,788,2757,1.4799497463704598,-0.12053128392094872
2112,-0.08117874811527699,122,863,3659,1.4799497463704598,-0.31460885031695585
19681,-0.06897457281124672,85,38,92,0.10539657560366476,-0.4116476335149594
17287,-0.0850125733343144,20,819,3435,-0.5818800097797329,-0.6057251999109665
2736,-0.033690971660497816,122,788,2546,0.7926731609870624,-0.31460885031695585
367,-0.08233957324713646,18,930,3893,-0.5818800097797329,-0.508686416712963
9322,-0.07645897305534498,56,915,3274,-0.5818800097797329,-0.508686416712963
9085,-0.08650945338313407,122,788,3379,-0.5818800097797329,-0.70276398310897
8637,-0.033690971660497816,122,788,3379,0.10539657560366476,-0.31460885031695585
22638,-0.08407702330380212,39,537,2178,0.10539657560366476,-0.4116476335149594
502,-0.07949956946051182,39,788,3379,1.4799497463704598,0.07354628247505839
19158,0.17801063524399563,122,1014,4329,0.10539657560366476,2.6935934288211545
18075,-0.0810755756579121,39,112,416,-0.5818800097797329,-0.4116476335149594
21566,0.01558845794671483,122,663,2655,1.4799497463704598,-0.31460885031695585
12562,-0.055609572375356985,122,539,2196,1.4799497463704598,-0.31460885031695585
23072,-0.044917572026645196,18,930,4111,0.10539657560366476,0.5587401984650762
23072,-0.07779547309893395,122,788,2546,-0.5818800097797329,-0.21757006711895227
19559,-0.07907678103672287,122,106,397,0.10539657560366476,-0.12053128392094872
23072,-0.061757472575866265,122,539,3430,0.7926731609870624,0.4617014152670726
18059,-0.07645897305534498,122,663,2655,-0.5818800097797329,-0.6057251999109665
13564,-0.07111297288098908,39,537,2178,-0.5818800097797329,0.07354628247505839
12732,-0.07645897305534498,122,663,2655,-0.5818800097797329,-0.4116476335149594
23156,-0.08369187072124065,39,274,1108,-0.5818800097797329,-0.508686416712963
19449,-0.08180497322970087,56,422,2455,-0.5818800097797329,-0.12053128392094872
12782,-0.06485815267699269,122,788,3379,0.10539657560366476,-0.4116476335149594
15556,0.25499303775472054,104,843,3558,0.7926731609870624,-0.12053128392094872
8571,4.67078918177269,21,79,272,4.22905608790405,0.2676238488710655
