industry,total_funding,status,country,region,city,funding_rounds,company_age
16210,0.634559050133989,3,122,956,3510,2.1672263317538576,0.07354628247505839
18122,-0.0364788519454225,3,21,79,272,0.7926731609870624,0.2676238488710655
8875,-0.07645897305534498,1,21,360,1503,-0.5818800097797329,0.17058506567306195
9388,-0.06042097253227729,1,122,788,3379,-0.5818800097797329,-0.02349250072294517
18912,0.9820490614671223,1,101,623,2531,-0.5818800097797329,1.6261668136431153
1485,-0.08693713339708253,3,30,214,851,-0.5818800097797329,-0.12053128392094872
12164,-0.07645897305534498,1,122,827,1931,-0.5818800097797329,0.17058506567306195
9076,-0.07645897305534498,0,52,70,229,-0.5818800097797329,-0.4116476335149594
9572,-0.07645897305534498,3,104,843,3558,-0.5818800097797329,-0.4116476335149594
19428,-0.07378597296816702,3,122,246,105,-0.5818800097797329,-0.508686416712963
22000,-0.07645897305534498,3,64,831,3495,-0.5818800097797329,-0.4116476335149594
13552,-0.08691675979041806,1,4,892,2662,0.10539657560366476,-0.12053128392094872
12291,-0.08688367339533898,1,122,691,3420,-0.5818800097797329,-0.02349250072294517
19611,-0.08694975530349419,3,23,104,394,-0.5818800097797329,-0.508686416712963
14847,-0.07806277310765175,0,122,663,2655,0.10539657560366476,-0.31460885031695585
23072,-0.07939927315124072,3,122,827,3482,-0.5818800097797329,-0.21757006711895227
19712,-0.07592437303790939,3,122,983,4107,0.7926731609870624,-0.508686416712963
21687,-0.08601762136709332,3,122,788,3379,0.10539657560366476,-0.508686416712963
19646,0.07322903182662009,3,122,788,3379,-0.5818800097797329,0.5587401984650762
23008,-0.08447797331687881,3,122,583,1557,-0.5818800097797329,-0.31460885031695585
22196,-0.08308141377758102,3,35,513,2047,1.4799497463704598,-0.508686416712963
23072,-0.006960970788718337,3,21,79,272,-0.5818800097797329,-0.6057251999109665
12069,-0.07645897305534498,3,122,788,3379,-0.5818800097797329,-0.4116476335149594
1246,-0.07645897305534498,3,122,788,3379,-0.5818800097797329,-0.12053128392094872
23072,-0.07645897305534498,3,122,539,2196,-0.5818800097797329,-0.31460885031695585
21670,-0.08631699737685725,3,122,788,3379,0.10539657560366476,-0.508686416712963
21180,-0.08699059339882609,3,122,405,1694,-0.5818800097797329,-0.31460885031695585
20818,-0.07645897305534498,3,122,841,420,-0.5818800097797329,-0.4116476335149594
18402,-0.033690971660497816,3,122,601,2405,-0.5818800097797329,0.07354628247505839
14958,0.538331046995583,3,122,663,2655,2.1672263317538576,0.6557789816630797
14958,-0.08314147327328984,3,122,24,3441,-0.5818800097797329,-0.12053128392094872
23072,-0.07645897305534498,3,122,45,152,-0.5818800097797329,-0.6057251999109665
2693,-0.06576697270663319,3,122,788,3382,0.7926731609870624,-0.31460885031695585
18726,-0.07827661311462598,3,38,716,2909,-0.5818800097797329,0.7528177648610833
11784,-0.08684090539394412,3,122,958,4224,-0.5818800097797329,-0.31460885031695585
14264,-0.08605937897445522,3,8,55,1247,-0.5818800097797329,-0.21757006711895227
14647,-0.08693045089686459,3,122,788,3379,-0.5818800097797329,-0.31460885031695585
7441,-0.06392031990440596,3,122,983,3245,0.7926731609870624,0.7528177648610833
21566,0.07189253178303112,3,53,419,893,-0.5818800097797329,0.17058506567306195
22160,0.18820570349250035,3,122,48,164,3.5417795025206527,-0.02349250072294517
12912,-0.08054089010447373,3,57,777,3260,0.7926731609870624,-0.4116476335149594
5528,-0.07218217291586027,3,122,663,2655,0.10539657560366476,0.07354628247505839
1399,-0.08688367339533898,1,122,788,3451,0.10539657560366476,-0.31460885031695585
14085,-0.07932374486077742,3,21,79,272,-0.5818800097797329,0.36466263206906907
14958,-0.05309958787149567,3,52,660,1515,-0.5818800097797329,-0.4116476335149594
6929,0.5599823477017244,3,122,788,3379,0.10539657560366476,-0.508686416712963
